# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CLUG_02290	CLUG_02290	CLUT_02290T0	protein_coding	3	4	11	218	0	0	0	0	101	1	0	0	11	0	0	2	0	0	4	117
CLUG_02291	CLUG_02291	CLUT_02291T0	protein_coding	0	12	3	240	0	0	0	0	128	0	0	0	3	0	0	0	0	0	12	112
CLUG_02292	CLUG_02292	CLUT_02292T0	protein_coding	3	27	3	237	0	0	0	0	116	1	0	0	3	2	0	1	1	1	26	121
CLUG_02293	CLUG_02293	CLUT_02293T0	protein_coding	1	3	9	241	0	0	0	0	114	1	0	0	9	0	0	0	0	0	3	127
CLUG_02294	CLUG_02294	CLUT_02294T0	protein_coding	2	18	3	250	0	0	0	0	134	2	0	0	3	0	0	0	0	0	18	116
CLUG_02295	CLUG_02295	CLUT_02295T0	protein_coding	0	12	0	260	0	0	0	0	143	0	0	0	0	0	0	0	0	0	12	117
CLUG_02296	CLUG_02296	CLUT_02296T0	protein_coding	2	1	9	260	0	0	0	0	117	0	0	0	9	1	0	1	1	0	1	143
CLUG_02297	CLUG_02297	CLUT_02297T0	protein_coding	0	39	5	186	0	0	0	0	76	0	0	0	5	0	0	0	0	0	39	110
CLUG_02298	CLUG_02298	CLUT_02298T0	protein_coding	0	17	7	155	0	0	0	0	128	0	0	0	7	0	0	0	0	0	17	27
CLUG_02299	CLUG_02299	CLUT_02299T0	protein_coding	0	0	0	95	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	32
CLUG_02300	CLUG_02300	CLUT_02300T0	protein_coding	5	4	4	67	0	0	0	0	17	5	0	0	4	0	0	0	0	0	4	50
CLUG_02301	CLUG_02301	CLUT_02301T0	protein_coding	1	0	0	72	0	0	0	0	25	1	0	0	0	0	0	0	0	0	0	47
CLUG_02302	CLUG_02302	CLUT_02302T0	protein_coding	15	0	1	64	0	0	0	1	32	15	0	0	0	1	0	0	1	0	0	32
CLUG_02303	CLUG_02303	CLUT_02303T0	protein_coding	12	0	1	64	0	0	0	1	31	12	0	0	0	0	0	1	0	0	0	33
CLUG_02304	CLUG_02304	CLUT_02304T0	protein_coding	11	0	1	61	0	0	0	1	23	11	0	0	0	0	0	0	0	0	0	38
CLUG_02305	CLUG_02305	CLUT_02305T0	protein_coding	0	0	0	66	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	1
CLUG_02306	CLUG_02306	CLUT_02306T0	protein_coding	0	0	0	64	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	1
CLUG_02307	CLUG_02307	CLUT_02307T0	protein_coding	0	0	0	30	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1
CLUG_02308	CLUG_02308	CLUT_02308T0	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CLUG_02309	CLUG_02309	CLUT_02309T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02310	CLUG_02310	CLUT_02310T0	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
CLUG_02311	CLUG_02311	CLUT_02311T0	protein_coding	1	0	0	5	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0
CLUG_02312	CLUG_02312	CLUT_02312T0	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
CLUG_02313	CLUG_02313	CLUT_02313T0	protein_coding	0	0	0	10	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
CLUG_02314	CLUG_02314	CLUT_02314T0	protein_coding	1	0	0	9	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	5
CLUG_02315	CLUG_02315	CLUT_02315T0	protein_coding	1	0	1	8	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	6
CLUG_02316	CLUG_02316	CLUT_02316T0	protein_coding	0	0	1	7	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
CLUG_02317	CLUG_02317	CLUT_02317T0	protein_coding	2	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
CLUG_02318	CLUG_02318	CLUT_02318T0	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
CLUG_02319	CLUG_02319	CLUT_02319T0	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
CLUG_02320	CLUG_02320	CLUT_02320T0	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CLUG_02323	CLUG_02323	CLUT_02323T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02324	CLUG_02324	CLUT_02324T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02325	CLUG_02325	CLUT_02325T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02326	CLUG_02326	CLUT_02326T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02327	CLUG_02327	CLUT_02327T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02328	CLUG_02328	CLUT_02328T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02334	CLUG_02334	CLUT_02334T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02335	CLUG_02335	CLUT_02335T0	protein_coding	0	0	0	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
CLUG_02336	CLUG_02336	CLUT_02336T0	protein_coding	1	0	1	14	0	0	1	0	12	1	0	0	0	0	0	0	0	0	0	2
CLUG_02337	CLUG_02337	CLUT_02337T0	protein_coding	1	1	0	15	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	14
CLUG_02338	CLUG_02338	CLUT_02338T0	protein_coding	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2
CLUG_02339	CLUG_02339	CLUT_02339T0	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
CLUG_02340	CLUG_02340	CLUT_02340T0	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CLUG_02341	CLUG_02341	CLUT_02341T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02342	CLUG_02342	CLUT_02342T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02343	CLUG_02343	CLUT_02343T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02344	CLUG_02344	CLUT_02344T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02345	CLUG_02345	CLUT_02345T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02346	CLUG_02346	CLUT_02346T0	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CLUG_02347	CLUG_02347	CLUT_02347T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02348	CLUG_02348	CLUT_02348T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02350	CLUG_02350	CLUT_02350T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02351	CLUG_02351	CLUT_02351T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02352	CLUG_02352	CLUT_02352T0	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
CLUG_02353	CLUG_02353	CLUT_02353T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02354	CLUG_02354	CLUT_02354T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02355	CLUG_02355	CLUT_02355T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02356	CLUG_02356	CLUT_02356T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02357	CLUG_02357	CLUT_02357T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02358	CLUG_02358	CLUT_02358T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02359	CLUG_02359	CLUT_02359T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02360	CLUG_02360	CLUT_02360T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02361	CLUG_02361	CLUT_02361T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02362	CLUG_02362	CLUT_02362T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02363	CLUG_02363	CLUT_02363T0	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_02364	CLUG_02364	CLUT_02364T0	protein_coding	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
CLUG_02365	CLUG_02365	CLUT_02365T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02366	CLUG_02366	CLUT_02366T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02367	CLUG_02367	CLUT_02367T0	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CLUG_02368	CLUG_02368	CLUT_02368T0	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CLUG_02369	CLUG_02369	CLUT_02369T0	protein_coding	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1
CLUG_02370	CLUG_02370	CLUT_02370T0	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
CLUG_02371	CLUG_02371	CLUT_02371T0	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
CLUG_02372	CLUG_02372	CLUT_02372T0	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
CLUG_02373	CLUG_02373	CLUT_02373T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02374	CLUG_02374	CLUT_02374T0	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CLUG_02375	CLUG_02375	CLUT_02375T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02376	CLUG_02376	CLUT_02376T0	protein_coding	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CLUG_02377	CLUG_02377	CLUT_02377T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02378	CLUG_02378	CLUT_02378T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02379	CLUG_02379	CLUT_02379T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02382	CLUG_02382	CLUT_02382T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02383	CLUG_02383	CLUT_02383T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02384	CLUG_02384	CLUT_02384T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02385	CLUG_02385	CLUT_02385T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02386	CLUG_02386	CLUT_02386T0	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
CLUG_02387	CLUG_02387	CLUT_02387T0	protein_coding	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
CLUG_02388	CLUG_02388	CLUT_02388T0	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
CLUG_02389	CLUG_02389	CLUT_02389T0	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4
CLUG_02390	CLUG_02390	CLUT_02390T0	protein_coding	1	0	0	7	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
CLUG_02391	CLUG_02391	CLUT_02391T0	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
CLUG_02392	CLUG_02392	CLUT_02392T0	protein_coding	1	0	2	5	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	1
CLUG_02393	CLUG_02393	CLUT_02393T0	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
CLUG_02394	CLUG_02394	CLUT_02394T0	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
CLUG_02395	CLUG_02395	CLUT_02395T0	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
CLUG_02396	CLUG_02396	CLUT_02396T0	protein_coding	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1
CLUG_02397	CLUG_02397	CLUT_02397T0	protein_coding	1	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	2
CLUG_02398	CLUG_02398	CLUT_02398T0	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CLUG_02399	CLUG_02399	CLUT_02399T0	protein_coding	0	0	1	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2
CLUG_02400	CLUG_02400	CLUT_02400T0	protein_coding	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
CLUG_02401	CLUG_02401	CLUT_02401T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_02402	CLUG_02402	CLUT_02402T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02406	CLUG_02406	CLUT_02406T0	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CLUG_02407	CLUG_02407	CLUT_02407T0	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
CLUG_02408	CLUG_02408	CLUT_02408T0	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
CLUG_02409	CLUG_02409	CLUT_02409T0	protein_coding	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
CLUG_02410	CLUG_02410	CLUT_02410T0	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CLUG_02411	CLUG_02411	CLUT_02411T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02412	CLUG_02412	CLUT_02412T0	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CLUG_02413	CLUG_02413	CLUT_02413T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02414	CLUG_02414	CLUT_02414T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02415	CLUG_02415	CLUT_02415T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02416	CLUG_02416	CLUT_02416T0	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
CLUG_02417	CLUG_02417	CLUT_02417T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02418	CLUG_02418	CLUT_02418T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02419	CLUG_02419	CLUT_02419T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02420	CLUG_02420	CLUT_02420T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02421	CLUG_02421	CLUT_02421T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02422	CLUG_02422	CLUT_02422T0	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
CLUG_02423	CLUG_02423	CLUT_02423T0	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
CLUG_02424	CLUG_02424	CLUT_02424T0	protein_coding	0	0	0	21	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	1
CLUG_02425	CLUG_02425	CLUT_02425T0	protein_coding	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20
CLUG_02426	CLUG_02426	CLUT_02426T0	protein_coding	1	0	1	25	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	24
CLUG_02427	CLUG_02427	CLUT_02427T0	protein_coding	1	1	0	24	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	23
CLUG_02428	CLUG_02428	CLUT_02428T0	protein_coding	9	0	2	16	0	0	0	0	3	9	0	0	2	0	0	0	0	0	0	13
CLUG_02429	CLUG_02429	CLUT_02429T0	protein_coding	1	0	0	26	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	20
CLUG_02430	CLUG_02430	CLUT_02430T0	protein_coding	0	0	0	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26
CLUG_02431	CLUG_02431	CLUT_02431T0	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
CLUG_02432	CLUG_02432	CLUT_02432T0	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
CLUG_02433	CLUG_02433	CLUT_02433T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02434	CLUG_02434	CLUT_02434T0	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CLUG_02435	CLUG_02435	CLUT_02435T0	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
CLUG_02436	CLUG_02436	CLUT_02436T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02437	CLUG_02437	CLUT_02437T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02438	CLUG_02438	CLUT_02438T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02439	CLUG_02439	CLUT_02439T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02440	CLUG_02440	CLUT_02440T0	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
CLUG_02446	CLUG_02446	CLUT_02446T0	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CLUG_02447	CLUG_02447	CLUT_02447T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_02448	CLUG_02448	CLUT_02448T0	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CLUG_02449	CLUG_02449	CLUT_02449T0	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
CLUG_02450	CLUG_02450	CLUT_02450T0	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2
CLUG_02451	CLUG_02451	CLUT_02451T0	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
CLUG_02452	CLUG_02452	CLUT_02452T0	protein_coding	0	1	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	3
CLUG_02453	CLUG_02453	CLUT_02453T0	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2
CLUG_02454	CLUG_02454	CLUT_02454T0	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
CLUG_02455	CLUG_02455	CLUT_02455T0	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
CLUG_02456	CLUG_02456	CLUT_02456T0	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
CLUG_02460	CLUG_02460	CLUT_02460T0	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
CLUG_02461	CLUG_02461	CLUT_02461T0	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
CLUG_02462	CLUG_02462	CLUT_02462T0	protein_coding	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24
CLUG_02463	CLUG_02463	CLUT_02463T0	protein_coding	0	0	0	30	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	8
CLUG_02464	CLUG_02464	CLUT_02464T0	protein_coding	0	0	0	37	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	29
CLUG_02465	CLUG_02465	CLUT_02465T0	protein_coding	6	0	0	31	0	0	0	0	20	6	0	0	0	0	0	0	0	0	0	11
CLUG_02466	CLUG_02466	CLUT_02466T0	protein_coding	1	0	0	29	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	21
CLUG_02467	CLUG_02467	CLUT_02467T0	protein_coding	1	0	0	29	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	28
CLUG_02468	CLUG_02468	CLUT_02468T0	protein_coding	0	0	0	32	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	4
CLUG_02469	CLUG_02469	CLUT_02469T0	protein_coding	0	0	0	20	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14
CLUG_02470	CLUG_02470	CLUT_02470T0	protein_coding	1	1	2	11	0	0	0	0	2	1	0	0	2	0	0	0	0	0	1	9
CLUG_02471	CLUG_02471	CLUT_02471T0	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
CLUG_02472	CLUG_02472	CLUT_02472T0	protein_coding	0	0	1	5	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0
CLUG_02473	CLUG_02473	CLUT_02473T0	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6
CLUG_02474	CLUG_02474	CLUT_02474T0	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1
CLUG_02475	CLUG_02475	CLUT_02475T0	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
CLUG_02476	CLUG_02476	CLUT_02476T0	protein_coding	0	0	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2
CLUG_02477	CLUG_02477	CLUT_02477T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02478	CLUG_02478	CLUT_02478T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02479	CLUG_02479	CLUT_02479T0	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
CLUG_02480	CLUG_02480	CLUT_02480T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02481	CLUG_02481	CLUT_02481T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02482	CLUG_02482	CLUT_02482T0	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
CLUG_02483	CLUG_02483	CLUT_02483T0	protein_coding	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0
CLUG_02484	CLUG_02484	CLUT_02484T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02485	CLUG_02485	CLUT_02485T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02486	CLUG_02486	CLUT_02486T0	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CLUG_02487	CLUG_02487	CLUT_02487T0	protein_coding	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1
CLUG_02488	CLUG_02488	CLUT_02488T0	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7
CLUG_02489	CLUG_02489	CLUT_02489T0	protein_coding	0	0	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
CLUG_02490	CLUG_02490	CLUT_02490T0	protein_coding	0	0	1	6	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0
CLUG_02491	CLUG_02491	CLUT_02491T0	protein_coding	0	1	1	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	4
CLUG_02492	CLUG_02492	CLUT_02492T0	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
CLUG_02493	CLUG_02493	CLUT_02493T0	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4
CLUG_02494	CLUG_02494	CLUT_02494T0	protein_coding	1	0	2	6	1	0	0	0	4	1	0	0	1	0	0	0	0	0	0	2
CLUG_02495	CLUG_02495	CLUT_02495T0	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
CLUG_02496	CLUG_02496	CLUT_02496T0	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3
CLUG_02497	CLUG_02497	CLUT_02497T0	protein_coding	0	0	1	4	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3
CLUG_02498	CLUG_02498	CLUT_02498T0	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
CLUG_02499	CLUG_02499	CLUT_02499T0	protein_coding	2	0	0	3	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1
